InvoiceNo,CustomerID,Country,InvoiceDate,total_quantity,unique_items,line_items,avg_unit_price,invoice_total,InvoiceHour,InvoiceMonth,high_value_invoice
537900,15983,United Kingdom,2010-12-09 10:45:00,231,24,24,1.9354166666666668,382.66,10,2010-12,0
537901,13854,United Kingdom,2010-12-09 10:48:00,68,3,3,6.25,309.4,10,2010-12,0
537915,12797,Portugal,2010-12-09 10:55:00,118,13,13,5.143846153846154,254.03,10,2010-12,0
537955,16782,United Kingdom,2010-12-09 11:28:00,85,46,46,3.473913043478261,364.2,11,2010-12,0
537963,13369,United Kingdom,2010-12-09 11:30:00,149,14,14,6.5442857142857145,308.28000000000003,11,2010-12,0
537967,12494,France,2010-12-09 11:31:00,9,3,3,10.633333333333333,57.6,11,2010-12,0
537981,17857,United Kingdom,2010-12-09 11:35:00,2154,4,4,0.855,1335.2,11,2010-12,1
537995,12712,Germany,2010-12-09 11:39:00,84,11,11,5.368181818181818,295.1,11,2010-12,0
538000,12748,United Kingdom,2010-12-09 11:44:00,17,2,2,6.725,101.9,11,2010-12,0
538002,14932,Channel Islands,2010-12-09 11:48:00,80,17,17,9.449411764705882,363.53,11,2010-12,0
538003,12429,Denmark,2010-12-09 12:05:00,454,20,20,4.6485,1281.5,12,2010-12,1
538005,13090,United Kingdom,2010-12-09 12:12:00,120,3,3,5.8999999999999995,832.8,12,2010-12,1
538006,14987,United Kingdom,2010-12-09 12:13:00,64,2,2,2.55,163.2,12,2010-12,0
538007,14355,United Kingdom,2010-12-09 12:16:00,92,11,11,2.85,174.4,12,2010-12,0
538008,12683,France,2010-12-09 12:17:00,557,41,41,2.4534146341463416,849.2,12,2010-12,1
538009,14911,EIRE,2010-12-09 12:17:00,287,32,32,5.3015625,945.55,12,2010-12,1
538010,17526,United Kingdom,2010-12-09 12:20:00,40,5,5,5.029999999999999,226.8,12,2010-12,0
538011,14896,United Kingdom,2010-12-09 12:24:00,184,32,32,2.33875,257.22,12,2010-12,0
538012,14527,United Kingdom,2010-12-09 12:32:00,48,29,29,4.891034482758621,224.38,12,2010-12,0
538013,17062,United Kingdom,2010-12-09 12:37:00,83,12,12,2.2925,109.75,12,2010-12,0
538014,14440,United Kingdom,2010-12-09 12:49:00,150,13,13,4.688461538461539,656.7,12,2010-12,1
538015,13240,United Kingdom,2010-12-09 12:49:00,131,21,21,2.7752380952380955,224.07,12,2010-12,0
538032,14479,United Kingdom,2010-12-09 12:59:00,58,10,10,3.55,174.4,12,2010-12,0
538035,16065,United Kingdom,2010-12-09 13:03:00,228,71,73,1.8763013698630135,367.14,13,2010-12,0
538037,17430,United Kingdom,2010-12-09 13:05:00,60,5,5,2.68,112.6,13,2010-12,0
538040,16520,United Kingdom,2010-12-09 13:08:00,217,60,60,2.248,325.76,13,2010-12,0
538048,15945,United Kingdom,2010-12-09 13:14:00,52,2,2,2.75,181.0,13,2010-12,0
538049,12748,United Kingdom,2010-12-09 13:21:00,8,5,5,2.59,18.4,13,2010-12,0
538050,12748,United Kingdom,2010-12-09 13:22:00,2,1,1,7.95,15.9,13,2010-12,0
538051,18041,United Kingdom,2010-12-09 13:24:00,152,26,28,1.9017857142857144,201.45,13,2010-12,0
538053,15856,United Kingdom,2010-12-09 13:34:00,675,30,30,2.731333333333333,1571.32,13,2010-12,1
538056,17198,United Kingdom,2010-12-09 13:34:00,118,24,24,3.3937500000000003,249.65,13,2010-12,0
538057,13102,United Kingdom,2010-12-09 13:38:00,210,11,11,1.8845454545454543,316.82,13,2010-12,0
538063,18102,United Kingdom,2010-12-09 13:44:00,96,1,1,19.94,1914.24,13,2010-12,1
538064,15271,United Kingdom,2010-12-09 13:47:00,78,24,24,1.4666666666666668,111.75,13,2010-12,0
538065,13982,United Kingdom,2010-12-09 13:57:00,208,23,23,2.534782608695652,428.6,13,2010-12,0
538067,15288,United Kingdom,2010-12-09 13:59:00,66,26,26,3.0346153846153845,165.65,13,2010-12,0
538068,17978,United Kingdom,2010-12-09 14:05:00,499,12,12,2.3633333333333333,300.91999999999996,14,2010-12,0
538069,16795,United Kingdom,2010-12-09 14:08:00,239,64,66,2.2053030303030305,414.88,14,2010-12,0
538070,16519,United Kingdom,2010-12-09 14:08:00,24,5,5,6.12,103.7,14,2010-12,0
538073,17816,United Kingdom,2010-12-09 14:10:00,16,10,10,1.091,16.21,14,2010-12,0
538076,15311,United Kingdom,2010-12-09 14:15:00,141,14,14,3.4614285714285713,272.36,14,2010-12,0
538077,14667,United Kingdom,2010-12-09 14:19:00,394,46,48,2.55375,686.15,14,2010-12,1
538078,16255,United Kingdom,2010-12-09 14:25:00,173,26,26,4.894230769230769,374.25,14,2010-12,0
538079,17671,United Kingdom,2010-12-09 14:27:00,190,17,17,3.1194117647058826,394.18,14,2010-12,0
538080,17646,United Kingdom,2010-12-09 14:28:00,110,9,9,3.2555555555555555,251.0,14,2010-12,0
538086,12872,United Kingdom,2010-12-09 14:44:00,203,38,38,2.6100000000000003,378.53,14,2010-12,0
538087,17339,United Kingdom,2010-12-09 14:44:00,16,4,4,3.75,60.0,14,2010-12,0
538093,12682,France,2010-12-09 14:49:00,344,33,33,2.793939393939394,739.05,14,2010-12,1
538094,13117,United Kingdom,2010-12-09 14:50:00,85,11,11,7.619090909090909,186.03,14,2010-12,0
538095,17097,Spain,2010-12-09 14:55:00,67,40,40,3.22425,174.72,14,2010-12,0
538097,15192,United Kingdom,2010-12-09 14:56:00,196,15,15,3.29,315.0,14,2010-12,0
538101,15380,United Kingdom,2010-12-09 15:01:00,78,1,1,2.95,230.1,15,2010-12,0
538104,17950,United Kingdom,2010-12-09 15:16:00,129,26,26,2.3115384615384618,190.35,15,2010-12,0
538106,17950,United Kingdom,2010-12-09 15:20:00,57,13,13,2.310769230769231,72.82000000000001,15,2010-12,0
538107,12826,United Kingdom,2010-12-09 15:21:00,80,9,9,2.4722222222222223,155.0,15,2010-12,0
538108,17456,United Kingdom,2010-12-09 15:23:00,222,17,17,1.5076470588235291,249.86,15,2010-12,0
538113,15811,United Kingdom,2010-12-09 15:29:00,95,16,16,3.69375,289.85,15,2010-12,0
538116,13327,United Kingdom,2010-12-09 15:32:00,240,18,18,3.138888888888889,685.0,15,2010-12,1
538117,13327,United Kingdom,2010-12-09 15:33:00,36,3,3,1.6666666666666667,60.0,15,2010-12,0
538120,17017,United Kingdom,2010-12-09 15:35:00,150,2,2,1.085,144.5,15,2010-12,0
538125,18225,United Kingdom,2010-12-09 15:46:00,16,2,2,2.5,30.0,15,2010-12,0
538126,17838,United Kingdom,2010-12-09 15:50:00,78,11,12,5.070833333333334,218.4,15,2010-12,0
538145,15211,United Kingdom,2010-12-09 16:08:00,117,23,23,5.164782608695653,383.0700000000001,16,2010-12,0
538146,15596,United Kingdom,2010-12-09 16:10:00,168,21,21,4.461428571428572,402.32,16,2010-12,0
538147,13090,United Kingdom,2010-12-09 16:11:00,1,1,1,15.0,15.0,16,2010-12,0
538151,16163,United Kingdom,2010-12-09 16:28:00,92,5,5,4.92,441.6,16,2010-12,0
538155,16907,United Kingdom,2010-12-09 16:52:00,67,33,33,2.6799999999999997,179.92000000000002,16,2010-12,0
538156,15555,United Kingdom,2010-12-09 16:53:00,202,37,37,3.366216216216216,620.35,16,2010-12,1
538157,17576,United Kingdom,2010-12-09 16:57:00,57,12,12,2.566666666666667,119.65,16,2010-12,0
538163,17841,United Kingdom,2010-12-09 17:27:00,116,45,46,3.26195652173913,257.95,17,2010-12,0
538165,14031,United Kingdom,2010-12-09 17:34:00,154,3,3,1.42,185.82,17,2010-12,0
538166,17965,United Kingdom,2010-12-09 18:09:00,43,16,16,4.1875,113.2,18,2010-12,0
538167,14713,United Kingdom,2010-12-09 18:58:00,125,25,25,3.0460000000000003,298.95,18,2010-12,0
538168,14702,United Kingdom,2010-12-09 19:23:00,162,29,29,2.320689655172414,310.45,19,2010-12,0
538169,13230,United Kingdom,2010-12-09 19:28:00,33,13,13,3.015384615384616,93.45,19,2010-12,0
538170,13969,United Kingdom,2010-12-09 19:32:00,133,25,25,2.8216,317.59000000000003,19,2010-12,0
538171,17530,United Kingdom,2010-12-09 20:01:00,194,65,65,2.5473846153846154,300.64,20,2010-12,0
538172,15805,United Kingdom,2010-12-10 09:33:00,212,11,11,1.9727272727272729,370.8,9,2010-12,0
538174,12471,Germany,2010-12-10 09:35:00,1063,46,46,2.986086956521739,1947.01,9,2010-12,1
538175,12471,Germany,2010-12-10 09:48:00,21,1,1,18.0,378.0,9,2010-12,0
538176,17675,United Kingdom,2010-12-10 09:48:00,152,4,4,2.975,402.0,9,2010-12,0
538178,17696,United Kingdom,2010-12-10 09:51:00,82,6,6,2.936666666666667,157.9,9,2010-12,0
538179,17696,United Kingdom,2010-12-10 09:52:00,6,1,1,2.95,17.700000000000003,9,2010-12,0
538180,13418,United Kingdom,2010-12-10 09:53:00,178,10,10,2.925,369.1,9,2010-12,0
538181,17076,United Kingdom,2010-12-10 10:08:00,58,7,7,4.835714285714286,151.5,10,2010-12,0
538182,17827,United Kingdom,2010-12-10 10:18:00,38,9,9,3.463333333333334,114.24,10,2010-12,0
538183,16265,United Kingdom,2010-12-10 10:21:00,279,32,32,3.288125,651.83,10,2010-12,1
538184,17880,United Kingdom,2010-12-10 10:21:00,314,26,26,2.4615384615384617,458.92,10,2010-12,0
538185,16265,United Kingdom,2010-12-10 10:22:00,90,6,6,3.786666666666666,188.98,10,2010-12,0
538186,13000,United Kingdom,2010-12-10 10:26:00,77,11,11,4.163636363636364,201.75,10,2010-12,0
538187,16499,United Kingdom,2010-12-10 10:27:00,68,10,10,4.625,218.1,10,2010-12,0
538190,17790,United Kingdom,2010-12-10 10:47:00,56,10,10,3.165,127.9,10,2010-12,0
538191,15061,United Kingdom,2010-12-10 10:49:00,1559,16,16,3.2181249999999997,5375.28,10,2010-12,1
538192,15061,United Kingdom,2010-12-10 10:50:00,20,1,1,6.75,135.0,10,2010-12,0
538193,15061,United Kingdom,2010-12-10 10:51:00,10,1,1,6.75,67.5,10,2010-12,0
538194,17790,United Kingdom,2010-12-10 10:52:00,1,1,1,0.95,0.95,10,2010-12,0
538195,15061,United Kingdom,2010-12-10 10:52:00,50,2,2,6.75,337.5,10,2010-12,0
538196,12731,France,2010-12-10 10:56:00,418,16,16,3.65625,1071.9,10,2010-12,1
538197,14419,United Kingdom,2010-12-10 10:56:00,55,20,21,2.5452380952380955,124.1,10,2010-12,0
538198,17827,United Kingdom,2010-12-10 11:01:00,659,87,87,2.094712643678161,919.8,11,2010-12,1
538199,14082,United Kingdom,2010-12-10 11:02:00,110,28,29,2.587586206896552,182.25,11,2010-12,0
538200,17912,United Kingdom,2010-12-10 11:11:00,56,14,14,3.587142857142857,94.3,11,2010-12,0
538201,15723,United Kingdom,2010-12-10 11:12:00,73,37,38,2.651315789473684,190.7,11,2010-12,0
538202,14667,United Kingdom,2010-12-10 11:19:00,139,18,18,5.93,254.57,11,2010-12,0
538203,13767,United Kingdom,2010-12-10 11:21:00,116,8,8,2.51875,186.6,11,2010-12,0
538204,16656,United Kingdom,2010-12-10 11:23:00,396,4,4,1.2975,428.76,11,2010-12,0
538205,12748,United Kingdom,2010-12-10 11:24:00,270,60,60,2.287,327.65999999999997,11,2010-12,0
538206,17827,United Kingdom,2010-12-10 11:31:00,44,15,15,6.132666666666666,236.92,11,2010-12,0
538207,12748,United Kingdom,2010-12-10 11:33:00,259,54,54,2.445185185185185,270.22,11,2010-12,0
538208,14037,United Kingdom,2010-12-10 11:39:00,34,26,26,3.5,111.8,11,2010-12,0
538209,12748,United Kingdom,2010-12-10 11:42:00,104,41,41,2.55390243902439,185.06,11,2010-12,0
538210,14256,United Kingdom,2010-12-10 11:44:00,302,32,32,3.0765625,523.86,11,2010-12,1
538211,17690,United Kingdom,2010-12-10 11:47:00,60,8,8,4.74375,239.7,11,2010-12,0
538216,14543,United Kingdom,2010-12-10 11:51:00,40,5,5,8.39,254.4,11,2010-12,0
538240,16062,United Kingdom,2010-12-10 12:00:00,124,7,7,3.0800000000000005,247.56,12,2010-12,0
538248,18116,United Kingdom,2010-12-10 12:14:00,73,36,38,2.2281578947368423,139.68,12,2010-12,0
538250,18118,United Kingdom,2010-12-10 12:20:00,59,33,33,2.712121212121212,132.65,12,2010-12,0
538252,16019,United Kingdom,2010-12-10 12:29:00,60,8,8,5.55625,219.1,12,2010-12,0
538255,14911,EIRE,2010-12-10 12:33:00,379,51,51,4.712745098039216,1156.05,12,2010-12,1
538260,18178,United Kingdom,2010-12-10 12:42:00,105,16,16,3.290625,300.65000000000003,12,2010-12,0
538263,18065,United Kingdom,2010-12-10 12:44:00,132,14,14,3.26,228.12,12,2010-12,0
538268,18065,United Kingdom,2010-12-10 12:45:00,52,7,7,3.5,116.9,12,2010-12,0
538279,14952,United Kingdom,2010-12-10 12:48:00,472,7,7,4.2942857142857145,686.16,12,2010-12,1
538280,12748,United Kingdom,2010-12-10 12:50:00,418,11,11,1.3545454545454545,612.0999999999999,12,2010-12,1
538283,12748,United Kingdom,2010-12-10 12:56:00,7,4,4,1.8175,10.29,12,2010-12,0
538288,12748,United Kingdom,2010-12-10 12:58:00,2,1,1,0.95,1.9,12,2010-12,0
538296,13148,United Kingdom,2010-12-10 13:06:00,178,18,18,3.0,309.4,13,2010-12,0
538306,12989,United Kingdom,2010-12-10 13:24:00,30,1,1,6.75,202.5,13,2010-12,0
538307,14667,United Kingdom,2010-12-10 13:27:00,79,38,38,4.094473684210526,207.36,13,2010-12,0
538308,14107,United Kingdom,2010-12-10 13:29:00,268,16,16,2.363125,363.24,13,2010-12,0
538309,15881,United Kingdom,2010-12-10 13:32:00,55,3,3,3.6666666666666665,114.45000000000002,13,2010-12,0
538310,15529,United Kingdom,2010-12-10 13:44:00,20,2,2,1.4,25.799999999999997,13,2010-12,0
538311,12785,Portugal,2010-12-10 13:48:00,131,14,14,4.828571428571428,311.95,13,2010-12,0
538312,16727,United Kingdom,2010-12-10 13:48:00,167,41,44,1.6643181818181818,256.32,13,2010-12,0
538313,15514,United Kingdom,2010-12-10 13:50:00,290,23,30,2.9506666666666663,1076.32,13,2010-12,1
538327,15514,United Kingdom,2010-12-10 13:58:00,226,22,22,2.596363636363636,401.92,13,2010-12,0
538342,15514,United Kingdom,2010-12-10 14:04:00,47,1,1,0.85,39.95,14,2010-12,0
538343,13448,United Kingdom,2010-12-10 14:29:00,170,16,16,2.461875,385.58,14,2010-12,0
538345,13787,United Kingdom,2010-12-10 14:45:00,56,7,7,2.4785714285714286,106.4,14,2010-12,0
538346,17865,United Kingdom,2010-12-10 14:53:00,387,36,36,2.378888888888889,756.45,14,2010-12,1
538347,17220,United Kingdom,2010-12-10 14:54:00,83,31,32,3.95625,317.5,14,2010-12,0
538352,16565,United Kingdom,2010-12-10 15:21:00,46,3,3,5.116666666666667,173.7,15,2010-12,0
538353,13798,United Kingdom,2010-12-10 15:31:00,2420,37,38,2.244736842105263,3762.66,15,2010-12,1
538354,16873,United Kingdom,2010-12-10 15:45:00,1040,68,68,5.590882352941176,2157.64,15,2010-12,1
538355,17912,United Kingdom,2010-12-10 15:49:00,2,1,1,4.95,9.9,15,2010-12,0
538356,14062,United Kingdom,2010-12-10 15:56:00,712,21,21,3.298095238095238,966.62,15,2010-12,1
538361,17757,United Kingdom,2010-12-10 16:36:00,59,26,26,2.9711538461538463,158.0,16,2010-12,0
538363,18016,United Kingdom,2010-12-10 17:14:00,65,19,19,3.2473684210526317,156.65,17,2010-12,0
538364,14448,United Kingdom,2010-12-10 17:26:00,44,18,18,2.5805555555555557,102.35,17,2010-12,0
538365,17243,United Kingdom,2010-12-12 10:11:00,100,18,19,3.5184210526315787,326.7,10,2010-12,0
538366,18109,United Kingdom,2010-12-12 10:47:00,44,7,7,5.692857142857143,275.3,10,2010-12,0
538367,14800,United Kingdom,2010-12-12 10:48:00,635,42,43,1.7420930232558138,664.01,10,2010-12,1
538368,15503,United Kingdom,2010-12-12 10:57:00,70,66,66,2.085909090909091,141.04,10,2010-12,0
538369,17251,United Kingdom,2010-12-12 11:06:00,108,37,37,3.3294594594594593,269.83,11,2010-12,0
538370,16923,United Kingdom,2010-12-12 11:06:00,218,47,50,3.278,550.5,11,2010-12,1
538371,15570,United Kingdom,2010-12-12 11:07:00,193,34,37,2.28,333.54,11,2010-12,0
538374,14159,United Kingdom,2010-12-12 11:17:00,112,50,50,1.8556,189.92,11,2010-12,0
538378,14577,United Kingdom,2010-12-12 11:26:00,131,34,38,3.0026315789473688,346.90000000000003,11,2010-12,0
538379,17126,United Kingdom,2010-12-12 11:26:00,79,50,53,2.792452830188679,201.95,11,2010-12,0
538382,17218,United Kingdom,2010-12-12 11:37:00,84,37,37,2.926216216216216,214.24,11,2010-12,0
538397,12753,Japan,2010-12-12 11:44:00,2409,48,48,1.9158333333333333,3590.59,11,2010-12,1
538403,17211,United Kingdom,2010-12-12 11:46:00,196,22,22,2.429090909090909,324.22,11,2010-12,0
538409,17236,United Kingdom,2010-12-12 11:49:00,67,9,9,2.8755555555555556,126.28,11,2010-12,0
538417,16393,United Kingdom,2010-12-12 11:54:00,51,10,10,2.28,106.75,11,2010-12,0
538418,17372,United Kingdom,2010-12-12 12:00:00,127,44,45,1.394,168.46,12,2010-12,0
538419,16367,United Kingdom,2010-12-12 12:01:00,87,33,34,2.908529411764706,167.09,12,2010-12,0
538420,12875,United Kingdom,2010-12-12 12:03:00,1728,1,1,0.17,293.76000000000005,12,2010-12,0
538421,17917,United Kingdom,2010-12-12 12:08:00,55,28,28,2.280357142857143,107.16,12,2010-12,0
538437,16010,United Kingdom,2010-12-12 12:18:00,46,24,24,2.704166666666667,110.1,12,2010-12,0
538449,17085,United Kingdom,2010-12-12 12:24:00,227,53,53,2.489433962264151,448.74,12,2010-12,0
538453,16779,United Kingdom,2010-12-12 12:26:00,195,26,27,2.72,330.92,12,2010-12,0
538470,15224,United Kingdom,2010-12-12 12:34:00,2,2,2,5.8,11.6,12,2010-12,0
538473,13668,United Kingdom,2010-12-12 12:35:00,66,14,14,3.217142857142857,177.66,12,2010-12,0
538488,13715,United Kingdom,2010-12-12 12:41:00,119,28,28,1.9717857142857145,210.13,12,2010-12,0
538497,14684,United Kingdom,2010-12-12 12:44:00,70,44,44,2.538863636363636,168.36,12,2010-12,0
538499,17819,United Kingdom,2010-12-12 12:46:00,35,2,2,11.85,388.65,12,2010-12,0
538501,13715,United Kingdom,2010-12-12 12:51:00,2,1,1,5.95,11.9,12,2010-12,0
538503,17188,United Kingdom,2010-12-12 12:56:00,174,6,6,3.518333333333333,513.64,12,2010-12,1
538504,16011,United Kingdom,2010-12-12 13:01:00,97,16,17,1.964705882352941,160.65,13,2010-12,0
538507,15547,United Kingdom,2010-12-12 13:26:00,559,54,56,2.400357142857142,767.37,13,2010-12,1
538508,15998,United Kingdom,2010-12-12 13:32:00,466,118,118,2.606271186440678,863.39,13,2010-12,1
538509,14413,United Kingdom,2010-12-12 13:37:00,67,22,22,2.859090909090909,121.05,13,2010-12,0
538510,18004,United Kingdom,2010-12-12 13:47:00,75,32,37,2.6772972972972973,157.92000000000002,13,2010-12,0
538511,13959,United Kingdom,2010-12-12 13:56:00,118,16,16,2.4575,214.74,13,2010-12,0
538512,16665,United Kingdom,2010-12-12 14:03:00,59,9,9,5.388888888888889,135.4,14,2010-12,0
538513,15454,United Kingdom,2010-12-12 14:21:00,86,23,25,2.782,179.1,14,2010-12,0
538514,15044,United Kingdom,2010-12-12 14:27:00,303,47,50,4.8542000000000005,786.35,14,2010-12,1
538515,17937,United Kingdom,2010-12-12 14:43:00,564,13,13,3.3376923076923077,1393.56,14,2010-12,1
538516,14608,United Kingdom,2010-12-12 14:49:00,48,1,1,4.25,204.0,14,2010-12,0
538517,17618,United Kingdom,2010-12-12 16:05:00,149,41,42,2.6597619047619045,278.98,16,2010-12,0
538518,14505,United Kingdom,2010-12-12 16:14:00,506,126,133,2.730827067669173,1038.6,16,2010-12,1
538519,18037,United Kingdom,2010-12-12 16:20:00,6,6,6,5.216666666666667,31.3,16,2010-12,0
538521,14180,United Kingdom,2010-12-13 09:02:00,56,17,17,7.408823529411765,339.40000000000003,9,2010-12,0
538522,16210,United Kingdom,2010-12-13 09:09:00,552,6,6,1.4283333333333337,539.2,9,2010-12,1
538523,13198,United Kingdom,2010-12-13 09:29:00,270,24,24,3.0083333333333333,384.55,9,2010-12,0
538525,12540,Spain,2010-12-13 09:39:00,300,20,20,4.857,881.01,9,2010-12,1
538526,13225,United Kingdom,2010-12-13 09:49:00,864,4,4,1.47,1206.72,9,2010-12,1
538527,15361,United Kingdom,2010-12-13 09:52:00,336,7,7,1.3442857142857143,418.92,9,2010-12,0
538528,15689,United Kingdom,2010-12-13 09:57:00,56,6,6,2.6750000000000003,103.5,9,2010-12,0
538529,14290,United Kingdom,2010-12-13 10:24:00,220,23,23,5.006086956521739,777.5600000000001,10,2010-12,1
538532,13209,United Kingdom,2010-12-13 10:31:00,117,13,13,4.653846153846154,318.85,10,2010-12,0
538533,14796,United Kingdom,2010-12-13 10:31:00,238,36,37,1.414864864864865,357.60999999999996,10,2010-12,0
538534,15881,United Kingdom,2010-12-13 10:36:00,48,1,1,0.85,40.8,10,2010-12,0
538535,17790,United Kingdom,2010-12-13 10:39:00,61,7,7,4.414285714285714,127.0,10,2010-12,0
538537,12747,United Kingdom,2010-12-13 10:41:00,105,8,8,4.2299999999999995,347.71,10,2010-12,0
538541,17428,United Kingdom,2010-12-13 10:46:00,227,15,15,3.993333333333333,540.95,10,2010-12,1
538557,17790,United Kingdom,2010-12-13 10:52:00,4,2,2,6.95,27.8,10,2010-12,0
538558,13069,United Kingdom,2010-12-13 10:58:00,562,34,34,1.196764705882353,309.71999999999997,10,2010-12,0
538565,13069,United Kingdom,2010-12-13 11:11:00,2,1,1,0.95,1.9,11,2010-12,0
538567,13999,United Kingdom,2010-12-13 11:23:00,265,17,17,1.3188235294117647,302.1,11,2010-12,0
538576,14498,United Kingdom,2010-12-13 11:29:00,70,13,14,5.019285714285714,166.22,11,2010-12,0
538591,14741,United Kingdom,2010-12-13 11:44:00,296,10,10,1.81,310.8,11,2010-12,0
538592,15854,United Kingdom,2010-12-13 11:47:00,92,15,15,3.963333333333334,230.1,11,2010-12,0
538593,16701,United Kingdom,2010-12-13 11:51:00,366,11,11,2.1754545454545453,476.76,11,2010-12,1
538594,16927,United Kingdom,2010-12-13 11:57:00,490,2,2,1.035,218.1,11,2010-12,0
538596,17990,United Kingdom,2010-12-13 12:10:00,72,7,7,3.5142857142857147,168.0,12,2010-12,0
538597,15555,United Kingdom,2010-12-13 12:26:00,196,26,26,1.1896153846153843,171.04,12,2010-12,0
538625,14544,United Kingdom,2010-12-13 12:50:00,836,53,54,2.2505555555555556,1101.77,12,2010-12,1
538626,17338,United Kingdom,2010-12-13 12:57:00,336,55,56,2.8591071428571433,767.6,12,2010-12,1
538629,17799,United Kingdom,2010-12-13 13:10:00,133,30,33,2.186969696969697,223.48,13,2010-12,0
538630,14565,United Kingdom,2010-12-13 13:25:00,640,54,54,2.654074074074074,1167.41,13,2010-12,1
538631,13408,United Kingdom,2010-12-13 13:27:00,440,9,9,2.2744444444444443,689.04,13,2010-12,1
538633,16726,United Kingdom,2010-12-13 13:28:00,57,20,20,2.271,129.57,13,2010-12,0
538634,14085,United Kingdom,2010-12-13 13:28:00,237,38,40,2.7495000000000003,466.49,13,2010-12,0
538635,17303,United Kingdom,2010-12-13 13:32:00,144,53,53,2.940943396226415,250.04,13,2010-12,0
538636,14639,United Kingdom,2010-12-13 13:50:00,272,41,41,5.498536585365853,676.54,13,2010-12,1
538637,17611,United Kingdom,2010-12-13 13:52:00,129,44,44,2.5777272727272726,244.19,13,2010-12,0
538638,17231,United Kingdom,2010-12-13 14:16:00,116,50,52,2.346346153846154,232.01,14,2010-12,0
538639,17179,United Kingdom,2010-12-13 14:24:00,98,20,20,2.2275,243.0,14,2010-12,0
538640,17524,United Kingdom,2010-12-13 14:32:00,90,6,6,1.5916666666666668,145.0,14,2010-12,0
538641,15640,United Kingdom,2010-12-13 14:36:00,772,37,37,2.8432432432432435,1485.78,14,2010-12,1
538644,12476,Germany,2010-12-13 14:39:00,2,2,2,6.225,12.45,14,2010-12,0
538645,13269,United Kingdom,2010-12-13 14:52:00,230,16,16,2.2175,310.74,14,2010-12,0
538646,17293,United Kingdom,2010-12-13 14:55:00,208,14,14,2.9314285714285715,346.14,14,2010-12,0
538648,17937,United Kingdom,2010-12-13 14:56:00,240,5,5,3.168,760.32,14,2010-12,1
538651,15311,United Kingdom,2010-12-13 15:07:00,78,23,23,3.2647826086956524,280.94,15,2010-12,0
538652,17890,United Kingdom,2010-12-13 15:12:00,330,61,62,2.266935483870968,463.01,15,2010-12,0
538653,13089,United Kingdom,2010-12-13 15:12:00,504,18,18,3.2377777777777776,1247.64,15,2010-12,1
538654,13089,United Kingdom,2010-12-13 15:13:00,26,5,5,3.59,91.9,15,2010-12,0
538655,17375,United Kingdom,2010-12-13 15:16:00,69,21,21,2.786190476190476,109.71,15,2010-12,0
538656,17371,United Kingdom,2010-12-13 15:20:00,39,7,7,4.577142857142857,92.14,15,2010-12,0
538657,15867,United Kingdom,2010-12-13 15:26:00,63,16,16,5.62,201.4,15,2010-12,0
538658,17969,United Kingdom,2010-12-13 15:34:00,131,7,7,2.7457142857142856,125.2,15,2010-12,0
538659,14625,United Kingdom,2010-12-13 15:36:00,255,34,34,3.6923529411764706,585.53,15,2010-12,1
538660,15808,United Kingdom,2010-12-13 15:37:00,419,41,42,3.761904761904762,1228.4,15,2010-12,1
538661,15194,United Kingdom,2010-12-13 15:42:00,119,11,11,2.890909090909091,309.05,15,2010-12,0
538662,15159,United Kingdom,2010-12-13 15:44:00,980,46,46,7.037173913043477,1822.88,15,2010-12,1
538663,15159,United Kingdom,2010-12-13 15:45:00,8,2,2,7.425,38.1,15,2010-12,0
538664,14733,United Kingdom,2010-12-13 15:46:00,844,33,33,3.145757575757576,1695.12,15,2010-12,1
538665,17576,United Kingdom,2010-12-13 15:56:00,73,10,10,4.433999999999999,177.35,15,2010-12,0
538667,12748,United Kingdom,2010-12-13 16:01:00,2,1,1,0.95,1.9,16,2010-12,0
538668,13211,United Kingdom,2010-12-13 16:17:00,46,2,2,2.0,110.7,16,2010-12,0
538669,12748,United Kingdom,2010-12-13 16:18:00,1,1,1,0.95,0.95,16,2010-12,0
538671,15777,United Kingdom,2010-12-13 16:38:00,113,5,5,3.96,365.55,16,2010-12,0
538679,16455,United Kingdom,2010-12-13 17:03:00,52,11,11,2.89,150.68,17,2010-12,0
538683,14525,United Kingdom,2010-12-13 17:40:00,312,19,20,1.547,462.2999999999999,17,2010-12,0
538685,15694,United Kingdom,2010-12-14 09:39:00,1,1,1,15.0,15.0,9,2010-12,0
538687,13324,United Kingdom,2010-12-14 09:50:00,210,5,5,4.39,650.1,9,2010-12,1
538688,14829,United Kingdom,2010-12-14 09:50:00,100,7,7,2.4314285714285715,148.36,9,2010-12,0
538689,13050,United Kingdom,2010-12-14 09:52:00,146,16,16,3.66375,300.92,9,2010-12,0
538697,13948,United Kingdom,2010-12-14 10:18:00,40,3,3,3.95,102.0,10,2010-12,0
538706,14667,United Kingdom,2010-12-14 10:34:00,392,13,13,3.7161538461538464,312.4,10,2010-12,0
538707,17894,United Kingdom,2010-12-14 10:38:00,76,42,42,2.341190476190476,167.01,10,2010-12,0
538708,16202,United Kingdom,2010-12-14 10:43:00,191,18,18,3.4850000000000003,365.27,10,2010-12,0
538709,16442,United Kingdom,2010-12-14 10:46:00,61,44,44,2.541590909090909,147.06,10,2010-12,0
538710,18075,United Kingdom,2010-12-14 10:48:00,117,12,12,2.8891666666666667,198.95,10,2010-12,0
