InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,InvoiceMonth,InvoiceDayOfWeek,InvoiceHour
546105,22557,PLASTERS IN TIN VINTAGE PAISLEY,3,2011-03-09 12:21:00,1.65,14662,United Kingdom,4.949999999999999,2011-03,Wednesday,12
546105,22406,MONEY BOX KINGS CHOICE DESIGN,1,2011-03-09 12:21:00,1.25,14662,United Kingdom,1.25,2011-03,Wednesday,12
546105,20974,12 PENCILS SMALL TUBE SKULL,3,2011-03-09 12:21:00,0.65,14662,United Kingdom,1.95,2011-03,Wednesday,12
546107,22551,PLASTERS IN TIN SPACEBOY,2,2011-03-09 12:33:00,1.65,17238,United Kingdom,3.3,2011-03,Wednesday,12
546107,16235,RECYCLED PENCIL WITH RABBIT ERASER,9,2011-03-09 12:33:00,0.21,17238,United Kingdom,1.89,2011-03,Wednesday,12
546107,84218,BOX/12 CHICK & EGG IN BASKET,1,2011-03-09 12:33:00,1.95,17238,United Kingdom,1.95,2011-03,Wednesday,12
546107,22257,FELT FARM ANIMAL SHEEP,2,2011-03-09 12:33:00,1.25,17238,United Kingdom,2.5,2011-03,Wednesday,12
546107,21705,BAG 500g SWIRLY MARBLES,1,2011-03-09 12:33:00,1.65,17238,United Kingdom,1.65,2011-03,Wednesday,12
546108,20973,12 PENCIL SMALL TUBE WOODLAND,2,2011-03-09 12:35:00,0.65,15529,United Kingdom,1.3,2011-03,Wednesday,12
546108,20726,LUNCH BAG WOODLAND,1,2011-03-09 12:35:00,1.65,15529,United Kingdom,1.65,2011-03,Wednesday,12
546108,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,2,2011-03-09 12:35:00,1.65,15529,United Kingdom,3.3,2011-03,Wednesday,12
546108,23002,TRAVEL CARD WALLET SKULLS,4,2011-03-09 12:35:00,0.42,15529,United Kingdom,1.68,2011-03,Wednesday,12
546108,22714,CARD BIRTHDAY COWBOY,12,2011-03-09 12:35:00,0.42,15529,United Kingdom,5.04,2011-03,Wednesday,12
546108,21520,BOOZE & WOMEN GREETING CARD,12,2011-03-09 12:35:00,0.42,15529,United Kingdom,5.04,2011-03,Wednesday,12
546108,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2011-03-09 12:35:00,3.75,15529,United Kingdom,3.75,2011-03,Wednesday,12
546110,23052,RECYCLED ACAPULCO MAT TURQUOISE,6,2011-03-09 12:38:00,8.25,17770,United Kingdom,49.5,2011-03,Wednesday,12
546110,23050,RECYCLED ACAPULCO MAT GREEN,4,2011-03-09 12:38:00,8.25,17770,United Kingdom,33.0,2011-03,Wednesday,12
546111,21447,12 IVORY ROSE PEG PLACE SETTINGS,2,2011-03-09 12:39:00,1.25,14165,United Kingdom,2.5,2011-03,Wednesday,12
546111,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1,2011-03-09 12:39:00,2.55,14165,United Kingdom,2.55,2011-03,Wednesday,12
546111,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-03-09 12:39:00,2.95,14165,United Kingdom,5.9,2011-03,Wednesday,12
546111,21625,VINTAGE UNION JACK APRON,1,2011-03-09 12:39:00,6.95,14165,United Kingdom,6.95,2011-03,Wednesday,12
546111,21397,BLUE POLKADOT EGG CUP,2,2011-03-09 12:39:00,0.39,14165,United Kingdom,0.78,2011-03,Wednesday,12
546113,22423,REGENCY CAKESTAND 3 TIER,1,2011-03-09 13:18:00,12.75,14344,United Kingdom,12.75,2011-03,Wednesday,13
546113,84971S,SMALL HEART FLOWERS HOOK,24,2011-03-09 13:18:00,0.85,14344,United Kingdom,20.4,2011-03,Wednesday,13
546113,21114,LAVENDER SCENTED FABRIC HEART,5,2011-03-09 13:18:00,1.25,14344,United Kingdom,6.25,2011-03,Wednesday,13
546113,22804,CANDLEHOLDER PINK HANGING HEART,3,2011-03-09 13:18:00,2.95,14344,United Kingdom,8.850000000000001,2011-03,Wednesday,13
546115,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-03-09 13:50:00,1.45,15379,United Kingdom,17.4,2011-03,Wednesday,13
546115,22668,PINK BABY BUNTING,5,2011-03-09 13:50:00,2.95,15379,United Kingdom,14.75,2011-03,Wednesday,13
546116,22443,GROW YOUR OWN HERBS SET OF 3,4,2011-03-09 13:53:00,7.95,15367,United Kingdom,31.8,2011-03,Wednesday,13
546116,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-03-09 13:53:00,2.95,15367,United Kingdom,17.700000000000003,2011-03,Wednesday,13
546116,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2011-03-09 13:53:00,1.25,15367,United Kingdom,15.0,2011-03,Wednesday,13
546117,37479B,CUBIC MUG FLOCK BLUE ON BROWN,6,2011-03-09 13:56:00,0.39,16771,United Kingdom,2.34,2011-03,Wednesday,13
546117,48129,DOORMAT TOPIARY,2,2011-03-09 13:56:00,7.95,16771,United Kingdom,15.9,2011-03,Wednesday,13
546117,22152,PLACE SETTING WHITE STAR,6,2011-03-09 13:56:00,0.42,16771,United Kingdom,2.52,2011-03,Wednesday,13
546117,21294,ETCHED GLASS COASTER,12,2011-03-09 13:56:00,1.25,16771,United Kingdom,15.0,2011-03,Wednesday,13
546117,22443,GROW YOUR OWN HERBS SET OF 3,2,2011-03-09 13:56:00,7.95,16771,United Kingdom,15.9,2011-03,Wednesday,13
546117,21877,HOME SWEET HOME MUG,6,2011-03-09 13:56:00,1.25,16771,United Kingdom,7.5,2011-03,Wednesday,13
546117,22413,METAL SIGN TAKE IT OR LEAVE IT,2,2011-03-09 13:56:00,2.95,16771,United Kingdom,5.9,2011-03,Wednesday,13
546117,M,Manual,12,2011-03-09 13:56:00,1.0,16771,United Kingdom,12.0,2011-03,Wednesday,13
546118,23049,RECYCLED ACAPULCO MAT RED,2,2011-03-09 14:14:00,8.25,13078,United Kingdom,16.5,2011-03,Wednesday,14
546118,48138,DOORMAT UNION FLAG,10,2011-03-09 14:14:00,6.75,13078,United Kingdom,67.5,2011-03,Wednesday,14
546118,21832,CHOCOLATE CALCULATOR,12,2011-03-09 14:14:00,1.65,13078,United Kingdom,19.799999999999997,2011-03,Wednesday,14
546118,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-03-09 14:14:00,6.75,13078,United Kingdom,67.5,2011-03,Wednesday,14
546118,23054,RECYCLED ACAPULCO MAT LAVENDER,2,2011-03-09 14:14:00,8.25,13078,United Kingdom,16.5,2011-03,Wednesday,14
546118,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-03-09 14:14:00,0.42,13078,United Kingdom,10.5,2011-03,Wednesday,14
546118,21519,GIN & TONIC DIET GREETING CARD,12,2011-03-09 14:14:00,0.42,13078,United Kingdom,5.04,2011-03,Wednesday,14
546118,22191,IVORY DINER WALL CLOCK,2,2011-03-09 14:14:00,8.5,13078,United Kingdom,17.0,2011-03,Wednesday,14
546119,22619,SET OF 6 SOLDIER SKITTLES,4,2011-03-09 14:22:00,3.75,16945,United Kingdom,15.0,2011-03,Wednesday,14
546120,22995,TRAVEL CARD WALLET SUKI,24,2011-03-09 14:23:00,0.42,16945,United Kingdom,10.08,2011-03,Wednesday,14
546121,37342,POLKADOT COFFEE CUP & SAUCER PINK,12,2011-03-09 14:30:00,0.79,14085,United Kingdom,9.48,2011-03,Wednesday,14
546121,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-03-09 14:30:00,4.95,14085,United Kingdom,4.95,2011-03,Wednesday,14
546121,82494L,WOODEN FRAME ANTIQUE WHITE,4,2011-03-09 14:30:00,2.95,14085,United Kingdom,11.8,2011-03,Wednesday,14
546122,21745,GAOLERS KEYS DECORATIVE GARDEN,1,2011-03-09 14:32:00,3.75,15581,United Kingdom,3.75,2011-03,Wednesday,14
546122,21259,VICTORIAN SEWING BOX SMALL,1,2011-03-09 14:32:00,5.95,15581,United Kingdom,5.95,2011-03,Wednesday,14
546122,37370,RETRO COFFEE MUGS ASSORTED,6,2011-03-09 14:32:00,1.25,15581,United Kingdom,7.5,2011-03,Wednesday,14
546122,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-03-09 14:32:00,4.95,15581,United Kingdom,4.95,2011-03,Wednesday,14
546123,21894,POTTING SHED SEED ENVELOPES,12,2011-03-09 14:49:00,1.25,16419,United Kingdom,15.0,2011-03,Wednesday,14
546123,21896,POTTING SHED TWINE,6,2011-03-09 14:49:00,2.1,16419,United Kingdom,12.6,2011-03,Wednesday,14
546127,22212,FOUR HOOK  WHITE LOVEBIRDS,12,2011-03-09 14:57:00,2.1,17730,United Kingdom,25.200000000000003,2011-03,Wednesday,14
546127,21535,RED RETROSPOT SMALL MILK JUG,12,2011-03-09 14:57:00,2.55,17730,United Kingdom,30.6,2011-03,Wednesday,14
546133,22631,CIRCUS PARADE LUNCH BOX,12,2011-03-09 15:20:00,1.95,14291,United Kingdom,23.4,2011-03,Wednesday,15
546133,22634,CHILDS BREAKFAST SET SPACEBOY,2,2011-03-09 15:20:00,9.95,14291,United Kingdom,19.9,2011-03,Wednesday,15
546133,22635,CHILDS BREAKFAST SET DOLLY GIRL,2,2011-03-09 15:20:00,9.95,14291,United Kingdom,19.9,2011-03,Wednesday,15
546135,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-03-09 15:47:00,1.25,12388,Australia,15.0,2011-03,Wednesday,15
546155,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4,2011-03-10 08:29:00,3.75,15632,United Kingdom,15.0,2011-03,Thursday,8
546155,21983,PACK OF 12 BLUE PAISLEY TISSUES,24,2011-03-10 08:29:00,0.29,15632,United Kingdom,6.959999999999999,2011-03,Thursday,8
546155,22568,FELTCRAFT CUSHION OWL,8,2011-03-10 08:29:00,3.75,15632,United Kingdom,30.0,2011-03,Thursday,8
546157,85093,CANDY SPOT EGG WARMER HARE,24,2011-03-10 08:40:00,0.39,13502,United Kingdom,9.36,2011-03,Thursday,8
546158,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-03-10 09:30:00,2.95,13899,United Kingdom,17.700000000000003,2011-03,Thursday,9
546159,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-10 09:41:00,1.25,16471,United Kingdom,15.0,2011-03,Thursday,9
546159,21385,IVORY HANGING DECORATION  HEART,24,2011-03-10 09:41:00,0.85,16471,United Kingdom,20.4,2011-03,Thursday,9
546159,21181,PLEASE ONE PERSON METAL SIGN,12,2011-03-10 09:41:00,2.1,16471,United Kingdom,25.200000000000003,2011-03,Thursday,9
546160,20974,12 PENCILS SMALL TUBE SKULL,60,2011-03-10 09:49:00,0.55,15838,United Kingdom,33.0,2011-03,Thursday,9
546160,22747,POPPY'S PLAYHOUSE BATHROOM,60,2011-03-10 09:49:00,1.85,15838,United Kingdom,111.0,2011-03,Thursday,9
546160,21240,BLUE POLKADOT CUP,48,2011-03-10 09:49:00,0.72,15838,United Kingdom,34.56,2011-03,Thursday,9
546163,22659,LUNCH BOX I LOVE LONDON,4,2011-03-10 10:03:00,1.95,17377,United Kingdom,7.8,2011-03,Thursday,10
546163,22449,SILK PURSE BABUSHKA PINK,3,2011-03-10 10:03:00,3.35,17377,United Kingdom,10.05,2011-03,Thursday,10
546163,82494L,WOODEN FRAME ANTIQUE WHITE,2,2011-03-10 10:03:00,2.95,17377,United Kingdom,5.9,2011-03,Thursday,10
546164,48194,DOORMAT HEARTS,5,2011-03-10 10:04:00,7.95,15939,United Kingdom,39.75,2011-03,Thursday,10
546165,22457,NATURAL SLATE HEART CHALKBOARD,6,2011-03-10 10:08:00,2.95,18183,United Kingdom,17.700000000000003,2011-03,Thursday,10
546165,21781,MA CAMPAGNE CUTLERY BOX,1,2011-03-10 10:08:00,14.95,18183,United Kingdom,14.95,2011-03,Thursday,10
546166,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-03-10 10:10:00,1.69,16553,United Kingdom,67.6,2011-03,Thursday,10
546169,21112,SWISS ROLL TOWEL PINK  SPOTS,200,2011-03-10 10:27:00,2.55,14603,United Kingdom,509.99999999999994,2011-03,Thursday,10
546171,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-03-10 10:31:00,1.69,16359,United Kingdom,27.04,2011-03,Thursday,10
546182,85194L,HANGING SPRING FLOWER EGG LARGE,12,2011-03-10 10:53:00,0.85,14334,United Kingdom,10.2,2011-03,Thursday,10
546182,22286,"DECORATION , WOBBLY RABBIT , METAL",12,2011-03-10 10:53:00,1.65,14334,United Kingdom,19.799999999999997,2011-03,Thursday,10
546182,35912B,WHITE/PINK CHICK DECORATION,12,2011-03-10 10:53:00,1.25,14334,United Kingdom,15.0,2011-03,Thursday,10
546182,22287,"DECORATION , WOBBLY CHICKEN, METAL",12,2011-03-10 10:53:00,1.65,14334,United Kingdom,19.799999999999997,2011-03,Thursday,10
546189,22192,BLUE DINER WALL CLOCK,2,2011-03-10 10:56:00,8.5,13102,United Kingdom,17.0,2011-03,Thursday,10
546189,23176,ABC TREASURE BOOK BOX,8,2011-03-10 10:56:00,2.25,13102,United Kingdom,18.0,2011-03,Thursday,10
546189,22193,RED DINER WALL CLOCK,2,2011-03-10 10:56:00,8.5,13102,United Kingdom,17.0,2011-03,Thursday,10
546189,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-03-10 10:56:00,0.42,13102,United Kingdom,10.08,2011-03,Thursday,10
546189,22045,SPACEBOY GIFT WRAP,25,2011-03-10 10:56:00,0.42,13102,United Kingdom,10.5,2011-03,Thursday,10
546189,20713,JUMBO BAG OWLS,10,2011-03-10 10:56:00,1.95,13102,United Kingdom,19.5,2011-03,Thursday,10
546190,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-03-10 10:57:00,8.25,13102,United Kingdom,16.5,2011-03,Thursday,10
546190,22971,QUEENS GUARD COFFEE MUG,12,2011-03-10 10:57:00,2.55,13102,United Kingdom,30.6,2011-03,Thursday,10
546212,21756,BATH BUILDING BLOCK WORD,18,2011-03-10 11:33:00,5.45,14156,EIRE,98.1,2011-03,Thursday,11
546212,84992,72 SWEETHEART FAIRY CAKE CASES,240,2011-03-10 11:33:00,0.42,14156,EIRE,100.8,2011-03,Thursday,11
546212,22418,10 COLOUR SPACEBOY PEN,72,2011-03-10 11:33:00,0.85,14156,EIRE,61.2,2011-03,Thursday,11
546215,22355,CHARLOTTE BAG SUKI DESIGN,3,2011-03-10 11:52:00,0.85,14713,United Kingdom,2.55,2011-03,Thursday,11
546215,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-03-10 11:52:00,1.65,14713,United Kingdom,3.3,2011-03,Thursday,11
546215,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-03-10 11:52:00,1.95,14713,United Kingdom,3.9,2011-03,Thursday,11
546215,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-03-10 11:52:00,1.95,14713,United Kingdom,3.9,2011-03,Thursday,11
546215,22514,CHILDS GARDEN SPADE BLUE,2,2011-03-10 11:52:00,2.1,14713,United Kingdom,4.2,2011-03,Thursday,11
546215,22515,CHILDS GARDEN SPADE PINK,2,2011-03-10 11:52:00,2.1,14713,United Kingdom,4.2,2011-03,Thursday,11
546218,48138,DOORMAT UNION FLAG,4,2011-03-10 12:11:00,7.95,14667,United Kingdom,31.8,2011-03,Thursday,12
546218,21745,GAOLERS KEYS DECORATIVE GARDEN,2,2011-03-10 12:11:00,3.75,14667,United Kingdom,7.5,2011-03,Thursday,12
546220,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-03-10 12:16:00,1.25,16745,United Kingdom,15.0,2011-03,Thursday,12
546220,21212,PACK OF 72 RETROSPOT CAKE CASES,72,2011-03-10 12:16:00,0.55,16745,United Kingdom,39.6,2011-03,Thursday,12
546220,22989,SET 2 PANTRY DESIGN TEA TOWELS,3,2011-03-10 12:16:00,3.25,16745,United Kingdom,9.75,2011-03,Thursday,12
546220,21929,JUMBO BAG PINK VINTAGE PAISLEY,5,2011-03-10 12:16:00,1.95,16745,United Kingdom,9.75,2011-03,Thursday,12
546223,22561,WOODEN SCHOOL COLOURING SET,12,2011-03-10 12:22:00,1.65,14854,United Kingdom,19.799999999999997,2011-03,Thursday,12
546223,22228,BUNNY WOODEN PAINTED WITH BIRD,12,2011-03-10 12:22:00,0.85,14854,United Kingdom,10.2,2011-03,Thursday,12
546223,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,24,2011-03-10 12:22:00,0.85,14854,United Kingdom,20.4,2011-03,Thursday,12
546230,22427,ENAMEL FLOWER JUG CREAM,3,2011-03-10 12:26:00,5.95,13871,United Kingdom,17.85,2011-03,Thursday,12
546230,21883,STARS GIFT TAPE,12,2011-03-10 12:26:00,0.65,13871,United Kingdom,7.800000000000001,2011-03,Thursday,12
546230,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-03-10 12:26:00,0.85,13871,United Kingdom,10.2,2011-03,Thursday,12
546235,21166,COOK WITH WINE METAL SIGN,5,2011-03-10 12:42:00,2.08,14976,United Kingdom,10.4,2011-03,Thursday,12
546235,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2011-03-10 12:42:00,0.42,14976,United Kingdom,0.42,2011-03,Thursday,12
546236,35913B,WHITE/PINK CHICK EASTER DECORATION,12,2011-03-10 12:48:00,0.85,12370,Cyprus,10.2,2011-03,Thursday,12
546236,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-03-10 12:48:00,2.55,12370,Cyprus,22.95,2011-03,Thursday,12
546236,22779,WOODEN OWLS LIGHT GARLAND,4,2011-03-10 12:48:00,4.25,12370,Cyprus,17.0,2011-03,Thursday,12
546236,20654,FIRST CLASS LUGGAGE TAG,12,2011-03-10 12:48:00,1.25,12370,Cyprus,15.0,2011-03,Thursday,12
546236,84568,GIRLS ALPHABET IRON ON PATCHES,288,2011-03-10 12:48:00,0.21,12370,Cyprus,60.48,2011-03,Thursday,12
546236,22233,JIGSAW RABBIT AND BIRDHOUSE,12,2011-03-10 12:48:00,1.65,12370,Cyprus,19.799999999999997,2011-03,Thursday,12
546237,22854,CREAM SWEETHEART EGG HOLDER,4,2011-03-10 12:50:00,4.95,16625,United Kingdom,19.8,2011-03,Thursday,12
546237,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-03-10 12:50:00,0.85,16625,United Kingdom,10.2,2011-03,Thursday,12
546239,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-10 12:59:00,2.95,14064,United Kingdom,17.700000000000003,2011-03,Thursday,12
546239,22429,ENAMEL MEASURING JUG CREAM,1,2011-03-10 12:59:00,4.25,14064,United Kingdom,4.25,2011-03,Thursday,12
546239,22293,HANGING CHICK GREEN DECORATION,24,2011-03-10 12:59:00,1.45,14064,United Kingdom,34.8,2011-03,Thursday,12
546242,20972,PINK CREAM FELT CRAFT TRINKET BOX,24,2011-03-10 13:07:00,1.25,16743,United Kingdom,30.0,2011-03,Thursday,13
546242,21984,PACK OF 12 PINK PAISLEY TISSUES,12,2011-03-10 13:07:00,0.29,16743,United Kingdom,3.4799999999999995,2011-03,Thursday,13
546242,21231,SWEETHEART CERAMIC TRINKET BOX,24,2011-03-10 13:07:00,1.25,16743,United Kingdom,30.0,2011-03,Thursday,13
546242,21166,COOK WITH WINE METAL SIGN,12,2011-03-10 13:07:00,2.08,16743,United Kingdom,24.96,2011-03,Thursday,13
546242,22066,LOVE HEART TRINKET POT,8,2011-03-10 13:07:00,0.39,16743,United Kingdom,3.12,2011-03,Thursday,13
546242,21035,SET/2 RED RETROSPOT TEA TOWELS,1,2011-03-10 13:07:00,3.25,16743,United Kingdom,3.25,2011-03,Thursday,13
546242,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,2011-03-10 13:07:00,1.25,16743,United Kingdom,7.5,2011-03,Thursday,13
546243,22501,PICNIC BASKET WICKER LARGE,2,2011-03-10 13:08:00,9.95,15308,United Kingdom,19.9,2011-03,Thursday,13
546243,22406,MONEY BOX KINGS CHOICE DESIGN,12,2011-03-10 13:08:00,1.25,15308,United Kingdom,15.0,2011-03,Thursday,13
546246,71459,HANGING JAM JAR T-LIGHT HOLDER,36,2011-03-10 13:28:00,0.85,14841,United Kingdom,30.6,2011-03,Thursday,13
546246,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-03-10 13:28:00,1.25,14841,United Kingdom,30.0,2011-03,Thursday,13
546246,22960,JAM MAKING SET WITH JARS,6,2011-03-10 13:28:00,4.25,14841,United Kingdom,25.5,2011-03,Thursday,13
546247,21967,PACK OF 12 SKULL TISSUES,24,2011-03-10 13:34:00,0.29,18086,United Kingdom,6.959999999999999,2011-03,Thursday,13
546247,23002,TRAVEL CARD WALLET SKULLS,24,2011-03-10 13:34:00,0.42,18086,United Kingdom,10.08,2011-03,Thursday,13
546248,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-03-10 13:46:00,2.1,16477,United Kingdom,12.6,2011-03,Thursday,13
546249,84971S,SMALL HEART FLOWERS HOOK,3,2011-03-10 13:58:00,0.85,14606,United Kingdom,2.55,2011-03,Thursday,13
546249,21464,DISCO BALL ROTATOR BATTERY OPERATED,2,2011-03-10 13:58:00,4.25,14606,United Kingdom,8.5,2011-03,Thursday,13
546249,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-03-10 13:58:00,7.95,14606,United Kingdom,7.95,2011-03,Thursday,13
546250,21472,LADYBIRD + BEE RAFFIA FOOD COVER,6,2011-03-10 14:14:00,3.75,14350,United Kingdom,22.5,2011-03,Thursday,14
546250,22021,BLUE FELT EASTER EGG BASKET,6,2011-03-10 14:14:00,1.65,14350,United Kingdom,9.9,2011-03,Thursday,14
546250,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-03-10 14:14:00,2.95,14350,United Kingdom,35.400000000000006,2011-03,Thursday,14
546250,21466,RED FLOWER CROCHET FOOD COVER,6,2011-03-10 14:14:00,3.75,14350,United Kingdom,22.5,2011-03,Thursday,14
546251,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-03-10 14:37:00,1.25,16553,United Kingdom,30.0,2011-03,Thursday,14
546251,22537,MAGIC DRAWING SLATE DINOSAUR,48,2011-03-10 14:37:00,0.42,16553,United Kingdom,20.16,2011-03,Thursday,14
546252,22692,DOORMAT WELCOME TO OUR HOME,2,2011-03-10 14:42:00,7.95,14930,Channel Islands,15.9,2011-03,Thursday,14
546252,22766,PHOTO FRAME CORNICE,8,2011-03-10 14:42:00,2.95,14930,Channel Islands,23.6,2011-03,Thursday,14
546252,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-03-10 14:42:00,1.25,14930,Channel Islands,15.0,2011-03,Thursday,14
546252,22629,SPACEBOY LUNCH BOX,12,2011-03-10 14:42:00,1.95,14930,Channel Islands,23.4,2011-03,Thursday,14
546252,22768,FAMILY PHOTO FRAME CORNICE,2,2011-03-10 14:42:00,9.95,14930,Channel Islands,19.9,2011-03,Thursday,14
546252,22704,WRAP RED APPLES,25,2011-03-10 14:42:00,0.42,14930,Channel Islands,10.5,2011-03,Thursday,14
546252,48184,DOORMAT ENGLISH ROSE,2,2011-03-10 14:42:00,7.95,14930,Channel Islands,15.9,2011-03,Thursday,14
546252,85099B,JUMBO BAG RED RETROSPOT,10,2011-03-10 14:42:00,1.95,14930,Channel Islands,19.5,2011-03,Thursday,14
546253,22621,TRADITIONAL KNITTING NANCY,12,2011-03-10 14:44:00,1.45,16080,United Kingdom,17.4,2011-03,Thursday,14
546254,22456,NATURAL SLATE CHALKBOARD LARGE,3,2011-03-10 14:45:00,4.95,14727,United Kingdom,14.85,2011-03,Thursday,14
546254,23008,DOLLY GIRL BABY GIFT SET,3,2011-03-10 14:45:00,16.95,14727,United Kingdom,50.849999999999994,2011-03,Thursday,14
546261,21669,BLUE STRIPE CERAMIC DRAWER KNOB,4,2011-03-10 15:01:00,1.25,17841,United Kingdom,5.0,2011-03,Thursday,15
546261,22233,JIGSAW RABBIT AND BIRDHOUSE,1,2011-03-10 15:01:00,1.65,17841,United Kingdom,1.65,2011-03,Thursday,15
546261,84461,12 PINK HEN+CHICKS IN BASKET,1,2011-03-10 15:01:00,2.55,17841,United Kingdom,2.55,2011-03,Thursday,15
546261,85099F,JUMBO BAG STRAWBERRY,1,2011-03-10 15:01:00,1.95,17841,United Kingdom,1.95,2011-03,Thursday,15
546261,22355,CHARLOTTE BAG SUKI DESIGN,5,2011-03-10 15:01:00,0.85,17841,United Kingdom,4.25,2011-03,Thursday,15
546261,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-03-10 15:01:00,1.95,17841,United Kingdom,1.95,2011-03,Thursday,15
546261,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,2011-03-10 15:01:00,2.95,17841,United Kingdom,2.95,2011-03,Thursday,15
546261,22659,LUNCH BOX I LOVE LONDON,1,2011-03-10 15:01:00,1.95,17841,United Kingdom,1.95,2011-03,Thursday,15
546261,85200,BUNNY EGG BOX,1,2011-03-10 15:01:00,1.25,17841,United Kingdom,1.25,2011-03,Thursday,15
546261,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1,2011-03-10 15:01:00,2.95,17841,United Kingdom,2.95,2011-03,Thursday,15
546275,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-03-10 15:06:00,1.45,13126,United Kingdom,17.4,2011-03,Thursday,15
546275,22856,ASSORTED EASTER DECORATIONS  BELLS,12,2011-03-10 15:06:00,1.25,13126,United Kingdom,15.0,2011-03,Thursday,15
546275,85187,S/12 MINI RABBIT EASTER,6,2011-03-10 15:06:00,1.65,13126,United Kingdom,9.9,2011-03,Thursday,15
546301,21174,POTTERING IN THE SHED METAL SIGN,12,2011-03-10 15:21:00,2.08,16778,United Kingdom,24.96,2011-03,Thursday,15
546304,21877,HOME SWEET HOME MUG,6,2011-03-10 15:52:00,1.25,14077,United Kingdom,7.5,2011-03,Thursday,15
546305,22378,WALL TIDY RETROSPOT,3,2011-03-10 16:16:00,2.1,14056,United Kingdom,6.300000000000001,2011-03,Thursday,16
546305,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3,2011-03-10 16:16:00,1.25,14056,United Kingdom,3.75,2011-03,Thursday,16
546305,23050,RECYCLED ACAPULCO MAT GREEN,1,2011-03-10 16:16:00,8.25,14056,United Kingdom,8.25,2011-03,Thursday,16
546305,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-03-10 16:16:00,2.95,14056,United Kingdom,2.95,2011-03,Thursday,16
546314,22027,TEA PARTY BIRTHDAY CARD,12,2011-03-10 19:05:00,0.42,16808,United Kingdom,5.04,2011-03,Thursday,19
546315,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-03-11 08:31:00,0.85,16558,United Kingdom,8.5,2011-03,Friday,8
546315,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-03-11 08:31:00,1.45,16558,United Kingdom,17.4,2011-03,Friday,8
546317,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,2011-03-11 09:07:00,1.25,14913,United Kingdom,15.0,2011-03,Friday,9
546321,22804,CANDLEHOLDER PINK HANGING HEART,6,2011-03-11 09:39:00,2.95,16475,United Kingdom,17.700000000000003,2011-03,Friday,9
546321,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,2011-03-11 09:39:00,0.65,16475,United Kingdom,7.800000000000001,2011-03,Friday,9
546321,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-03-11 09:39:00,5.95,16475,United Kingdom,11.9,2011-03,Friday,9
546322,23010,CIRCUS PARADE BABY GIFT SET,2,2011-03-11 09:42:00,16.95,14114,United Kingdom,33.9,2011-03,Friday,9
