CustomerID,recency_days,frequency,total_quantity,unique_items,monetary,avg_order_value,country
13700,26,10,2281,139,2248.63,11.590876288659794,United Kingdom
13703,318,1,10,1,99.5,99.5,United Kingdom
13704,5,9,1531,111,2308.06,17.224328358208954,United Kingdom
13705,8,3,363,25,711.86,25.423571428571428,United Kingdom
13706,303,1,189,20,330.79,16.5395,United Kingdom
13707,267,2,351,48,806.41,16.800208333333334,United Kingdom
13708,271,1,301,49,285.33,5.823061224489796,United Kingdom
13709,4,13,3508,244,6307.650000000001,18.828805970149254,United Kingdom
13710,32,1,176,8,180.48,22.56,United Kingdom
13711,219,2,140,11,252.06,19.38923076923077,United Kingdom
13712,247,1,352,10,228.84,22.884,United Kingdom
13715,281,5,562,89,1077.39,10.359519230769232,United Kingdom
13716,269,1,138,21,138.28,6.584761904761905,United Kingdom
13717,32,6,1959,92,1445.01,14.166764705882352,United Kingdom
13718,246,2,173,9,306.55,25.545833333333334,United Kingdom
13719,15,5,609,56,1041.68,17.361333333333334,United Kingdom
13720,117,4,501,42,799.9,18.60232558139535,United Kingdom
13721,36,1,316,28,524.14,18.71928571428571,United Kingdom
13722,132,3,1401,75,2375.41,27.946,United Kingdom
13723,217,1,43,6,199.85,33.30833333333334,United Kingdom
13725,50,8,806,95,1980.56,19.04384615384615,United Kingdom
13726,39,2,1054,39,1079.66,25.70619047619047,United Kingdom
13727,29,2,162,19,333.48,16.674,United Kingdom
13728,37,6,458,38,1016.14,16.12920634920635,United Kingdom
13730,136,2,488,38,752.6,17.50232558139535,United Kingdom
13731,219,2,278,36,610.59,16.068157894736842,United Kingdom
13732,28,1,498,33,491.86,14.904848484848486,United Kingdom
13735,25,4,1128,158,2883.54,14.787384615384616,United Kingdom
13736,5,2,496,166,729.8,3.8410526315789473,United Kingdom
13737,200,1,125,29,339.59999999999997,11.32,United Kingdom
13739,18,1,54,3,216.9,72.3,United Kingdom
13740,241,1,425,23,350.75,15.25,United Kingdom
13741,72,3,218,34,668.4300000000001,19.65970588235294,United Kingdom
13742,17,12,1115,200,3107.87,9.92929712460064,United Kingdom
13743,3,7,1776,8,1341.6,32.72195121951219,United Kingdom
13744,95,2,1153,54,1080.52,17.15111111111111,United Kingdom
13745,162,1,496,25,300.04,12.001600000000002,United Kingdom
13747,374,1,8,1,79.6,79.6,United Kingdom
13748,96,5,439,24,948.25,33.86607142857143,United Kingdom
13750,54,5,516,20,1647.26,68.63583333333334,United Kingdom
13751,288,1,152,9,296.25,32.916666666666664,United Kingdom
13752,124,6,874,64,1175.38,15.671733333333334,United Kingdom
13753,288,1,512,35,741.26,21.178857142857144,United Kingdom
13754,152,2,214,11,282.6,23.55,United Kingdom
13755,4,9,1242,232,2108.06,6.567165109034268,United Kingdom
13756,2,14,3188,66,5189.52,36.54591549295775,United Kingdom
13758,12,7,1844,104,3190.55,27.26965811965812,United Kingdom
13759,33,2,287,24,659.4100000000001,26.376400000000004,United Kingdom
13760,54,2,197,50,286.79,5.03140350877193,United Kingdom
13761,50,2,642,68,1070.65,15.295000000000002,United Kingdom
13762,219,1,272,7,306.72,43.81714285714286,United Kingdom
13763,63,1,728,15,1714.96,114.33066666666669,United Kingdom
13764,71,3,926,183,1519.42,7.340193236714976,United Kingdom
13767,2,37,7322,55,17220.36,46.79445652173913,United Kingdom
13769,2,10,1163,73,2796.51,20.71488888888889,United Kingdom
13771,64,4,1477,114,2634.45,22.13823529411765,United Kingdom
13772,34,3,540,141,1122.63,6.489190751445087,United Kingdom
13774,82,1,192,22,345.0,15.681818181818182,United Kingdom
13777,1,33,12897,36,25977.16,131.86375634517768,United Kingdom
13778,103,1,70,9,178.7,19.85555555555555,United Kingdom
13780,7,2,318,56,360.01,6.315964912280702,United Kingdom
13781,251,1,30,17,127.84,7.52,United Kingdom
13782,13,6,369,96,908.86,8.043008849557522,United Kingdom
13784,10,11,2493,9,2462.79,79.44483870967741,United Kingdom
13786,367,1,136,7,230.4,32.91428571428571,United Kingdom
13787,76,2,337,24,309.04,9.969032258064518,United Kingdom
13790,4,1,748,45,348.8,7.751111111111111,United Kingdom
13791,128,2,1200,7,1516.0,137.8181818181818,United Kingdom
13792,66,2,92,13,195.55,15.042307692307691,United Kingdom
13798,1,57,23948,113,37153.85,106.4580229226361,United Kingdom
13799,117,2,402,32,688.86,17.663076923076922,United Kingdom
13800,310,1,331,33,558.32,16.91878787878788,United Kingdom
13801,67,1,168,23,324.8,14.121739130434785,United Kingdom
13802,139,3,2572,55,4599.42,76.657,United Kingdom
13803,255,1,121,17,277.07,16.298235294117646,United Kingdom
13804,31,7,1462,124,2588.39,19.173259259259257,United Kingdom
13805,52,2,1900,10,924.6,71.12307692307692,United Kingdom
13806,64,1,56,10,256.38,25.638,United Kingdom
13807,367,1,36,7,112.6,16.085714285714285,United Kingdom
13808,6,5,782,70,1747.66,22.995526315789476,United Kingdom
13809,305,1,29,11,155.05,12.920833333333334,Cyprus
13810,29,3,312,32,1499.01,42.828857142857146,Germany
13811,184,3,68,7,814.5,62.65384615384615,Germany
13812,42,3,333,33,539.0,14.97222222222222,Germany
13813,40,4,552,54,1366.86,19.809565217391302,Germany
13814,92,2,864,37,1579.12,27.703859649122805,Germany
13815,22,4,2560,132,4027.36,22.882727272727273,Germany
13816,24,2,269,25,571.6700000000001,20.416785714285716,Germany
13817,29,2,211,20,382.98,15.9575,Germany
13819,302,3,1109,26,1140.35,31.676388888888887,United Kingdom
13821,145,2,153,51,385.64,6.536271186440678,United Kingdom
13822,6,2,611,90,632.0,6.583333333333333,United Kingdom
13823,19,2,439,39,957.66,23.9415,United Kingdom
13824,33,5,768,34,1698.94,36.93347826086956,United Kingdom
13826,176,1,82,10,189.5,18.95,United Kingdom
13827,58,3,138,83,409.8,4.4543478260869565,United Kingdom
13828,22,1,311,15,209.49,13.966,United Kingdom
13831,16,6,743,58,2198.45,30.534027777777776,United Kingdom
13832,19,1,28,3,52.2,17.4,United Kingdom
13833,159,1,117,28,383.85,13.708928571428572,United Kingdom
13835,25,4,442,48,834.57,15.174,United Kingdom
13837,212,2,182,17,266.59000000000003,14.810555555555558,United Kingdom
13838,6,4,254,144,674.82,4.089818181818182,United Kingdom
13841,253,1,100,1,85.0,85.0,United Kingdom
13842,59,9,1768,155,3385.62,16.43504854368932,United Kingdom
13844,11,1,196,20,361.62,18.081,United Kingdom
13845,65,1,182,9,312.98,34.775555555555556,United Kingdom
13846,25,3,388,55,865.0600000000001,15.728363636363635,United Kingdom
13848,92,3,3700,3,1255.0,251.0,United Kingdom
13849,52,2,1016,97,1537.95,15.22722772277228,United Kingdom
13850,129,1,944,93,1595.48,17.155698924731183,United Kingdom
13851,96,3,1705,77,2651.46,32.73407407407407,United Kingdom
13853,57,1,312,23,1090.14,47.39739130434783,United Kingdom
13854,9,25,2296,39,8109.52,73.72290909090908,United Kingdom
13856,169,3,494,10,388.5,27.75,United Kingdom
13858,57,1,75,11,216.17,19.651818181818182,United Kingdom
13859,326,1,129,27,201.16,7.184285714285714,United Kingdom
13860,1,5,591,58,1245.9,16.39342105263158,United Kingdom
13862,18,8,1688,97,2209.36,15.894676258992806,United Kingdom
13863,248,1,224,20,305.78,15.288999999999998,United Kingdom
13865,58,4,204,26,501.56,16.718666666666667,United Kingdom
13866,74,1,57,7,145.67000000000002,20.81,United Kingdom
13867,31,3,501,51,1005.09,16.7515,United Kingdom
13868,7,2,1964,32,3192.54,96.74363636363636,United Kingdom
13869,123,4,1709,234,3083.65,10.143585526315787,United Kingdom
13870,2,8,1325,91,2770.94,24.095130434782607,United Kingdom
13871,23,13,2806,155,6403.25,19.057291666666668,United Kingdom
13873,120,3,140,21,389.6,16.93913043478261,United Kingdom
13874,358,1,180,18,540.45,30.025,United Kingdom
13875,54,5,1316,79,1786.79,17.180673076923078,United Kingdom
13876,64,1,36,7,122.7,17.52857142857143,United Kingdom
13877,86,1,108,3,117.24,39.08,United Kingdom
13878,55,1,463,35,1271.57,36.330571428571425,United Kingdom
13880,21,13,1842,125,3219.77,19.513757575757577,United Kingdom
13881,4,20,10118,72,17159.52,96.401797752809,United Kingdom
13882,3,5,953,54,1191.13,18.325076923076924,United Kingdom
13883,11,5,1436,108,2674.48,18.834366197183098,United Kingdom
13884,7,5,300,45,787.6,13.34915254237288,United Kingdom
13885,189,2,182,28,506.8,18.1,United Kingdom
13886,71,1,126,16,243.56,15.2225,United Kingdom
13887,204,1,147,19,349.55,18.397368421052633,United Kingdom
13888,120,2,254,38,595.67,15.273589743589742,United Kingdom
13889,93,1,146,15,416.9,27.793333333333337,United Kingdom
13890,1,10,831,74,1883.81,17.125545454545453,United Kingdom
13892,27,4,983,26,632.97,23.443333333333335,United Kingdom
13893,298,1,190,21,821.1,39.1,United Kingdom
13894,24,3,354,25,564.62,20.911851851851853,United Kingdom
13895,28,4,1365,97,2593.07,21.975169491525424,United Kingdom
13897,50,1,200,17,311.16,18.303529411764707,United Kingdom
13898,326,1,133,12,155.93,12.994166666666668,United Kingdom
13899,16,2,156,19,388.52,20.448421052631577,United Kingdom
13900,183,3,430,42,740.95,17.23139534883721,United Kingdom
13901,72,5,1739,144,2867.2000000000003,19.24295302013423,United Kingdom
13904,37,2,332,24,332.64,12.793846153846154,United Kingdom
13908,80,4,1478,104,2369.55,19.42254098360656,United Kingdom
13911,57,9,2731,120,2580.91,17.43858108108108,United Kingdom
13914,12,2,380,28,626.45,18.983333333333334,United Kingdom
13917,50,2,228,16,272.04,15.113333333333337,United Kingdom
13918,50,2,1140,30,1212.84,40.428,United Kingdom
13919,59,2,474,24,384.81,13.743214285714286,Denmark
13922,352,1,93,7,172.25,24.607142857142858,United Kingdom
13923,54,1,185,20,351.13,17.5565,United Kingdom
13924,2,6,1575,90,1838.85,15.716666666666669,United Kingdom
13925,93,4,331,28,678.25,16.54268292682927,United Kingdom
13926,23,1,104,11,223.85,20.35,United Kingdom
13927,75,1,214,21,348.99,16.61857142857143,United Kingdom
13928,11,4,129,23,464.57,17.206296296296298,United Kingdom
13929,169,2,143,8,842.65,93.62777777777778,United Kingdom
13930,58,2,274,15,337.34,19.843529411764703,United Kingdom
13931,96,2,725,56,1237.53,21.336724137931036,United Kingdom
13932,295,1,72,16,307.4,19.2125,United Kingdom
13933,109,2,205,23,608.7900000000001,26.469130434782613,United Kingdom
13934,264,1,390,31,922.1,29.74516129032258,United Kingdom
13936,180,1,330,26,376.58,14.483846153846152,United Kingdom
13937,169,1,123,9,158.85,17.65,United Kingdom
13938,35,1,70,7,71.66,10.237142857142857,United Kingdom
13939,23,3,847,43,568.55,12.634444444444444,United Kingdom
13940,17,4,516,39,839.14,17.12530612244898,United Kingdom
13941,22,5,2364,24,5112.96,113.62133333333334,United Kingdom
13946,79,3,443,11,561.5699999999999,51.05181818181818,United Kingdom
13947,65,1,44,5,90.6,18.119999999999997,United Kingdom
13948,361,1,40,3,102.0,34.0,United Kingdom
13949,3,6,2474,124,2427.32,15.170750000000002,United Kingdom
13950,11,4,323,33,745.06,21.28742857142857,United Kingdom
13951,176,3,459,38,674.45,17.293589743589745,United Kingdom
13952,218,2,1431,120,3251.071,23.730445255474457,United Kingdom
13953,7,7,2724,8,3515.68,175.784,United Kingdom
13954,2,2,150,24,439.92,17.5968,United Kingdom
13955,154,2,154,33,322.96,9.786666666666664,United Kingdom
13956,5,5,486,123,1019.27,6.933809523809524,United Kingdom
13959,79,3,355,79,594.04,6.600444444444444,United Kingdom
13960,21,2,142,11,230.22,19.185,United Kingdom
13962,22,2,87,11,169.54999999999998,15.413636363636362,United Kingdom
13963,308,4,460,35,664.54,18.986857142857144,United Kingdom
13967,146,1,42,2,80.7,40.35,United Kingdom
13969,7,18,4528,334,9024.17,14.578626817447496,United Kingdom
13971,19,8,1844,118,2758.26,18.511812080536913,United Kingdom
13972,71,2,187,15,190.25,12.683333333333334,United Kingdom
13973,287,1,109,11,264.7,24.063636363636363,United Kingdom
13974,49,1,249,28,413.59,14.77107142857143,United Kingdom
13975,31,6,1697,240,2461.24,7.480972644376901,United Kingdom
13976,207,1,154,10,357.98,35.798,United Kingdom
13978,15,2,315,14,196.79,13.119333333333335,United Kingdom
13979,73,1,639,54,869.87,16.108703703703704,United Kingdom
13980,60,1,172,11,200.14,18.19454545454545,United Kingdom
13982,39,4,1136,72,1871.81,16.863153153153153,United Kingdom
13983,30,12,1183,91,2603.43,24.3311214953271,United Kingdom
13984,27,5,679,14,920.51,57.531875,United Kingdom
13985,4,15,3445,108,7060.13,20.229598853868197,United Kingdom
13986,17,1,430,12,320.46,24.650769230769228,United Kingdom
13988,20,6,3044,188,4147.96,17.726324786324785,United Kingdom
13989,66,2,1313,33,1266.08,30.88,United Kingdom
13990,213,1,190,16,311.3,19.45625,United Kingdom
13991,12,6,995,58,852.88,10.400975609756095,United Kingdom
13992,30,1,64,5,76.8,15.36,United Kingdom
13993,43,9,900,66,3466.36,28.647603305785125,United Kingdom
13994,4,6,932,122,2274.14,15.36581081081081,United Kingdom
13995,15,5,879,55,1393.69,16.205697674418605,United Kingdom
13999,10,12,2243,102,3901.81,18.758701923076924,United Kingdom
14000,211,1,710,15,635.66,42.37733333333333,United Kingdom
14001,46,3,962,34,2043.08,52.38666666666667,United Kingdom
14002,134,2,877,47,529.73,11.270851063829788,United Kingdom
14004,43,7,2668,102,4582.64,26.799064327485382,United Kingdom
14005,10,5,2478,53,2874.72,34.22285714285714,United Kingdom
14006,116,3,641,22,962.19,32.073,United Kingdom
14009,198,2,365,42,695.61,16.562142857142856,United Kingdom
14012,278,1,160,11,328.8,29.89090909090909,United Kingdom
14013,110,3,462,30,473.02,13.91235294117647,United Kingdom
14014,77,1,1076,39,505.18,12.953333333333331,United Kingdom
14015,53,1,378,20,917.34,45.867,United Kingdom
14016,162,4,2125,154,4341.21,26.964037267080744,EIRE
14019,47,3,1037,37,1421.61,21.539545454545458,United Kingdom
14020,17,2,441,37,642.8,16.48205128205128,United Kingdom
14021,155,3,192,22,631.9,28.722727272727273,United Kingdom
14022,225,1,487,28,440.0,15.714285714285714,United Kingdom
14023,7,2,345,30,584.07,18.840967741935486,United Kingdom
14024,122,2,150,16,327.7,20.48125,United Kingdom
14027,61,1,62,6,104.82,17.47,United Kingdom
14029,63,2,198,15,467.66,31.177333333333333,United Kingdom
14030,18,8,1478,210,2358.84,9.747272727272728,United Kingdom
14031,7,19,5788,119,17286.86,69.14744,United Kingdom
14032,2,11,2032,53,2975.59,20.80832167832168,United Kingdom
14034,22,3,420,82,648.89,7.545232558139535,United Kingdom
14035,29,5,739,41,1428.02,21.636666666666667,United Kingdom
14036,285,1,268,38,626.65,16.49078947368421,United Kingdom
14037,176,2,46,27,147.20000000000002,5.257142857142858,United Kingdom
14038,78,3,965,64,1560.38,16.960652173913044,United Kingdom
14039,33,1,92,6,152.2,25.366666666666664,United Kingdom
14040,41,12,1544,146,3560.32,15.547248908296943,United Kingdom
14041,266,1,94,21,141.41,6.733809523809524,United Kingdom
14044,27,4,304,165,646.42,3.1379611650485435,United Kingdom
14045,109,4,535,4,1659.75,276.625,United Kingdom
14046,284,1,460,14,154.99,11.070714285714288,United Kingdom
14047,9,5,381,22,1308.61,40.8940625,United Kingdom
14048,305,1,288,83,409.93,4.822705882352941,United Kingdom
14049,17,4,3808,348,5578.72,11.670962343096235,United Kingdom
14050,32,2,689,49,746.36,13.821481481481484,United Kingdom
14051,1,23,3756,52,15610.39,74.33519047619048,United Kingdom
14052,20,1,89,56,225.36,4.024285714285715,United Kingdom
14053,124,2,215,2,260.25,65.0625,United Kingdom
14054,65,1,62,6,92.46,15.409999999999998,United Kingdom
14055,106,1,216,10,725.6400000000001,72.56400000000001,United Kingdom
14056,1,23,4252,320,8152.71,7.493299632352941,United Kingdom
14057,24,17,4873,179,6211.66,21.949328621908126,United Kingdom
14059,267,1,128,8,183.6,22.95,United Kingdom
14060,5,19,5386,86,6140.42,30.39811881188119,United Kingdom
14062,10,12,5593,60,10464.85,94.27792792792792,United Kingdom
14064,29,5,1772,59,1334.34,17.329090909090908,United Kingdom
14066,267,1,45,7,152.55,21.792857142857144,United Kingdom
14067,64,2,361,51,374.7,7.2057692307692305,United Kingdom
14068,320,1,73,22,265.85,11.077083333333334,United Kingdom
14071,4,8,994,271,1437.57,4.450681114551084,United Kingdom
14073,32,1,130,13,151.04,11.618461538461538,United Kingdom
14075,5,3,754,33,942.26,21.91302325581395,United Kingdom
14076,129,1,79,43,118.67,2.6970454545454547,United Kingdom
14077,41,5,268,33,499.42,11.89095238095238,United Kingdom
14078,102,6,310,46,1049.37,16.144153846153845,United Kingdom
14079,125,1,301,12,375.1,31.258333333333336,United Kingdom
14080,33,1,48,4,45.599999999999994,11.4,United Kingdom
14081,302,2,592,126,921.62,6.1441333333333334,United Kingdom
14082,365,1,110,28,182.25,6.2844827586206895,United Kingdom
14083,4,9,705,162,1002.9,5.6661016949152545,United Kingdom
14085,2,18,3177,272,4421.29,9.868950892857145,United Kingdom
14087,3,1,250,61,191.47,2.8157352941176472,United Kingdom
14088,10,13,12665,379,50491.81,85.7246349745331,United Kingdom
14089,57,1,133,13,158.75,12.211538461538462,United Kingdom
14090,325,1,72,1,76.32000000000001,76.32000000000001,United Kingdom
14092,8,14,2066,117,4076.91,19.050981308411217,United Kingdom
14093,12,1,391,95,433.86,4.3386000000000005,United Kingdom
14096,4,17,16352,1119,65164.79,12.749909998043435,United Kingdom
14098,37,1,104,21,147.35,7.016666666666667,United Kingdom
14099,16,11,2179,167,3104.17,12.41668,United Kingdom
14100,138,1,63,24,191.95,7.678000000000001,United Kingdom
14101,74,6,6942,15,5976.79,170.76542857142857,United Kingdom
14102,5,5,769,35,1105.88,19.066896551724135,United Kingdom
14104,155,2,72,21,216.21,10.295714285714284,United Kingdom
14105,239,1,800,74,1266.23,17.111216216216217,United Kingdom
14107,52,7,1793,61,2703.23,21.977479674796747,United Kingdom
14108,31,2,381,33,597.91,17.585588235294118,United Kingdom
14109,73,1,88,9,144.2,16.022222222222222,United Kingdom
14110,4,12,2445,94,5683.15,36.66548387096774,United Kingdom
14111,14,4,458,10,692.85,69.285,United Kingdom
14112,23,7,1651,117,2915.15,18.2196875,United Kingdom
14113,4,4,745,26,1840.42,54.13,United Kingdom
14114,274,2,101,15,386.53,25.768666666666665,United Kingdom
14116,20,5,707,61,1382.74,19.204722222222223,United Kingdom
14117,144,1,72,3,90.0,30.0,United Kingdom
14121,4,4,2082,148,2780.15,17.485220125786164,United Kingdom
14124,84,1,1618,4,419.58,83.916,United Kingdom
14125,11,3,1628,159,2720.63,16.38933734939759,United Kingdom
14126,8,3,508,14,706.1300000000001,47.07533333333334,United Kingdom
14127,123,3,321,39,709.71,16.129772727272726,United Kingdom
14128,61,2,564,40,637.5,13.858695652173912,United Kingdom
14129,2,5,592,31,1123.86,21.61269230769231,United Kingdom
14130,319,1,257,66,480.91,7.286515151515152,United Kingdom
14132,2,11,3368,100,3586.0299999999997,17.930149999999998,United Kingdom
14133,130,3,348,25,605.64,21.63,United Kingdom
14135,2,15,3850,95,4690.31,35.00231343283583,United Kingdom
14138,2,2,600,40,965.88,20.99739130434783,United Kingdom
14139,46,1,510,26,415.82,15.993076923076924,United Kingdom
14140,4,2,811,60,935.05,14.16742424242424,United Kingdom
14141,3,4,355,27,915.13,22.87825,United Kingdom
14142,373,1,313,22,311.81,14.17318181818182,United Kingdom
14143,134,1,30,7,115.8,16.54285714285714,United Kingdom
14145,47,4,756,6,3742.2,340.2,United Kingdom
14146,9,5,2437,183,4191.0,19.957142857142856,United Kingdom
14147,78,2,108,4,483.4,96.68,United Kingdom
14148,234,1,16,3,157.2,52.4,United Kingdom
14149,221,1,218,28,446.62,15.950714285714286,United Kingdom
14150,36,2,496,23,658.64,25.33230769230769,United Kingdom
14152,75,2,711,47,621.29,12.67938775510204,United Kingdom
14154,239,2,465,52,1345.62,25.87730769230769,United Kingdom
14155,266,1,25,6,118.75,19.791666666666668,United Kingdom
14156,10,55,57768,714,117210.08,84.02156272401434,EIRE
14157,20,2,271,45,424.89,9.236739130434785,United Kingdom
14158,40,1,781,41,507.66,12.381951219512196,United Kingdom
14159,20,11,4348,501,4630.35,3.94072340425532,United Kingdom
14161,216,3,450,87,1097.62,10.55403846153846,United Kingdom
14162,174,2,142,25,289.36,11.5744,United Kingdom
14163,87,4,893,36,2445.91,47.036730769230765,United Kingdom
14164,71,2,1033,28,1631.77,56.26793103448276,United Kingdom
14165,276,1,53,23,120.44,5.0183333333333335,United Kingdom
14167,39,4,147,27,562.59,11.2518,United Kingdom
14171,98,1,167,57,363.79,6.272241379310345,United Kingdom
14173,11,4,150,28,450.84,15.546206896551723,United Kingdom
14174,33,1,94,26,134.46,5.171538461538462,United Kingdom
14175,60,3,1515,139,3222.3,21.626174496644296,United Kingdom
14176,297,4,209,28,576.9000000000001,18.60967741935484,United Kingdom
14177,86,4,204,37,549.46,13.401463414634147,United Kingdom
14178,9,7,1494,191,1600.26,5.032264150943396,United Kingdom
14179,41,2,319,135,701.57,4.46859872611465,United Kingdom
14180,11,25,719,112,4748.52,19.785500000000003,United Kingdom
14184,67,1,127,24,452.89,18.870416666666667,United Kingdom
14185,331,1,6,3,197.65,65.88333333333334,United Kingdom
14188,31,6,1162,34,2054.36,31.605538461538465,United Kingdom
14189,2,15,3937,176,4654.08,17.56256603773585,United Kingdom
14191,2,13,3662,145,4684.76,18.08787644787645,United Kingdom
14193,68,2,445,35,853.39,20.318809523809524,United Kingdom
14194,5,21,5840,269,11349.52,19.601934369602763,United Kingdom
14195,202,2,760,7,1012.0,144.57142857142858,United Kingdom
14196,107,1,142,6,335.52,55.919999999999995,United Kingdom
14198,18,4,290,35,701.4,17.984615384615385,United Kingdom
14199,218,1,28,2,185.4,92.7,United Kingdom
14201,60,7,590,32,747.44,20.20108108108108,United Kingdom
14204,2,1,72,36,150.61,3.861794871794872,United Kingdom
14205,17,2,204,23,466.7,19.445833333333333,United Kingdom
14206,239,1,276,20,328.15999999999997,16.407999999999998,United Kingdom
14208,95,1,114,10,151.74,15.174,United Kingdom
14209,11,6,691,55,2073.43,23.83252873563218,United Kingdom
14210,106,6,760,66,1905.84,18.684705882352944,United Kingdom
14211,53,9,1242,87,2241.1,20.009821428571428,United Kingdom
14212,90,1,1152,9,1070.48,118.94222222222224,United Kingdom
14214,31,5,751,64,1004.38,14.990746268656716,United Kingdom
14215,12,6,1358,98,1789.72,16.57148148148148,United Kingdom
14216,3,4,594,47,1839.3,31.17457627118644,United Kingdom
14217,2,17,689,78,2004.98,20.0498,United Kingdom
14218,43,1,160,12,169.48000000000002,14.123333333333337,United Kingdom
14219,4,1,78,7,89.94,12.848571428571429,United Kingdom
14220,247,2,272,21,632.4,30.11428571428571,United Kingdom
14221,42,9,2191,123,3432.7999999999997,17.786528497409325,United Kingdom
14222,177,1,607,41,683.17,16.662682926829266,United Kingdom
14223,92,3,585,50,991.13,16.518833333333333,United Kingdom
14224,110,4,483,105,1009.73,8.93566371681416,United Kingdom
14226,29,5,1296,64,2214.79,33.55742424242424,United Kingdom
14227,26,10,1820,117,3350.96,19.148342857142858,United Kingdom
14229,52,3,610,29,1547.2,38.68,United Kingdom
14231,184,3,409,47,925.71,18.5142,United Kingdom
14232,43,5,1941,81,2048.07,17.80930434782609,United Kingdom
14233,49,4,680,30,1462.72,41.792,United Kingdom
14234,22,4,951,122,754.12,5.130068027210885,United Kingdom
14235,75,5,1959,65,3144.86,39.80835443037975,United Kingdom
14236,81,2,310,15,490.86,32.724000000000004,United Kingdom
14237,373,1,38,9,161.0,17.88888888888889,United Kingdom
14238,326,1,111,8,146.85,18.35625,United Kingdom
14239,43,11,993,83,2380.85,21.257589285714285,United Kingdom
14240,30,2,418,37,890.34,21.19857142857143,United Kingdom
14241,184,1,146,10,213.7,21.37,United Kingdom
14242,235,2,123,13,280.55,17.534375,United Kingdom
14243,9,10,1221,99,2588.77,18.360070921985816,United Kingdom
14245,220,2,976,107,1693.45,15.680092592592594,United Kingdom
14246,111,3,804,57,1474.06,19.654133333333338,United Kingdom
14247,278,1,47,19,136.77,6.838500000000001,United Kingdom
14248,318,1,102,8,302.58,37.8225,United Kingdom
14250,7,3,1200,94,1904.05,17.153603603603603,United Kingdom
14251,2,5,1674,37,2879.7000000000003,36.91923076923077,United Kingdom
14256,260,2,414,51,969.06,18.284150943396227,United Kingdom
14257,64,5,1682,88,3099.7200000000003,29.24264150943397,United Kingdom
14258,9,9,7100,58,12669.98,114.14396396396396,United Kingdom
14259,142,1,68,5,120.0,24.0,United Kingdom
14261,51,2,406,52,1163.45,22.37403846153846,United Kingdom
14262,8,8,1645,87,2618.23,18.3093006993007,United Kingdom
14264,155,2,70,15,333.97,19.64529411764706,United Kingdom
14265,109,2,330,31,530.18,17.10258064516129,Unspecified
14267,163,3,530,25,1516.24,27.568,United Kingdom
14270,332,1,197,29,492.65,16.98793103448276,United Kingdom
14271,226,1,88,10,112.32,11.232,United Kingdom
14272,74,2,599,33,437.96,13.271515151515151,United Kingdom
14273,51,4,264,22,559.97,19.309310344827587,United Kingdom
14276,99,3,744,52,1119.74,17.4959375,United Kingdom
14277,15,3,1976,195,4188.0,18.864864864864863,France
14280,197,1,52,8,134.04,16.755,United Kingdom
14282,3,15,2656,70,3701.44,24.035324675324677,United Kingdom
14284,31,2,161,24,595.25,18.6015625,United Kingdom
14285,21,4,541,18,1910.01,70.74111111111111,United Kingdom
14286,24,3,4338,220,4628.75,16.53125,United Kingdom
14287,8,3,261,9,176.63,19.62555555555555,United Kingdom
14288,213,1,188,16,426.6,26.6625,United Kingdom
14289,9,6,292,33,911.26,19.388510638297873,United Kingdom
14290,11,5,915,89,2314.65,22.917326732673267,United Kingdom
14291,2,11,2749,145,3883.25,16.385021097046412,United Kingdom
14292,8,9,1663,64,4871.93,48.7193,United Kingdom
14293,3,4,709,51,1046.56,17.15672131147541,United Kingdom
14295,40,1,84,5,166.20000000000002,33.24,United Kingdom
14297,18,4,865,48,1305.33,21.053709677419352,United Kingdom
14298,8,44,58343,884,51527.3,31.476664630421503,United Kingdom
14299,8,9,2149,94,3965.62,27.73160839160839,United Kingdom
14300,19,1,32,3,43.2,14.4,United Kingdom
14301,117,1,606,13,640.14,49.24153846153846,United Kingdom
14304,223,1,139,17,383.45,22.555882352941175,United Kingdom
14305,71,3,1089,96,1858.96,17.70438095238095,United Kingdom
14306,51,2,1075,33,2093.32,63.4339393939394,United Kingdom
14307,89,6,2058,150,2995.72,16.642888888888887,United Kingdom
14309,8,9,1633,74,2352.53,20.10709401709402,United Kingdom
14311,243,1,146,20,310.26,15.513,United Kingdom
14312,47,6,1012,74,1611.59,18.524022988505745,United Kingdom
14314,107,1,296,8,120.0,15.0,United Kingdom
14315,45,6,1021,64,2481.13,24.565643564356435,United Kingdom
14317,65,1,255,24,508.58,21.190833333333337,United Kingdom
14320,207,2,325,29,477.79,15.412580645161292,United Kingdom
14321,11,5,2406,111,1530.75,12.445121951219512,United Kingdom
14323,115,2,350,32,605.0600000000001,16.807222222222222,United Kingdom
14326,242,1,103,8,183.85,22.981250000000003,United Kingdom
14327,163,1,139,12,311.65000000000003,25.970833333333335,United Kingdom
14329,17,7,3087,218,4975.24,19.28387596899225,United Kingdom
14331,124,2,252,27,462.66,16.52357142857143,United Kingdom
14332,23,3,463,22,840.21,33.6084,United Kingdom
14333,68,1,58,15,415.2,27.68,United Kingdom
14334,17,8,1731,98,2552.21,15.754382716049385,United Kingdom
14335,16,2,375,55,454.86,7.581,Germany
14336,17,4,1759,77,1614.91,17.943444444444445,United Kingdom
14338,161,2,335,30,588.22,18.97483870967742,United Kingdom
14339,243,1,168,14,309.52,22.108571428571427,United Kingdom
14340,219,1,58,6,134.7,22.45,United Kingdom
